,song_id,song_name,artist,artist_uri,album,realese_date,popularity
0,31EqF298ZkU9U7DdOds0Zx,Matador,Onda Sabanera,spotify:artist:25CQYerNOaucOLHuEuvC9P,Lluvia de Exitos/Cumbia Hasta las Manos,2007-11-10,44
1,7d4pdMym8ZBOgf1oVPTiPb,Matador - Remasterizado 2008,Los Fabulosos Cadillacs,spotify:artist:2FS22haX3FYbyOsUAkuYqZ,Vasos Vacíos,1993-06-18,60
2,3MPKkfraGF4YO4kis5PILy,El Campanero,Onda Sabanera,spotify:artist:25CQYerNOaucOLHuEuvC9P,Lluvia de Exitos/Cumbia Hasta las Manos,2007-11-10,46
3,64H5Dy5OI1R6cpoRn4ZM5t,Chacarera Del Sufrido,Raly Barrionuevo,spotify:artist:0mdD8YXAyJDJ2BHxIKF0Yf,El Sueño De Los Viajeros,2015-08-14,43
4,42e4yW4Xu2e8LdHQK6CnwG,Cacique Yatel,Rubén Patagonia,spotify:artist:4oha1qZP28nRUeG6IASeV0,La Historia - 2da Parte,2006-01-01,30
5,7FxhDl2TtdtWa7P490QGTS,Chacarera Del Rancho,Los Nocheros,spotify:artist:2ydE5oBt6cwsDxH1TpIFmO,Signos,1998-01-01,50
6,0aj6FKx25PL3hbhoUQzHNL,El Humahuaqueño / Carnavalito Quebradeño,Los Nocheros,spotify:artist:2ydE5oBt6cwsDxH1TpIFmO,Noche Amiga Mía,2004-01-01,37
7,6bMdAHzPO0ZtXsbTximfpc,El Choclo,Juan D'Arienzo,spotify:artist:46beGPwcX2QEZcmuvrMqp4,Serie De Oro: Juan D'Arienzo,2003-01-01,18
8,6B11DcP8lV8vq720QEfC9B,La Yumba - Instrumental,Osvaldo Pugliese,spotify:artist:2HO9rAU2R7CRnmhx0ytN41,Ausencia,1995-01-01,35
9,2joB3G4b527szRVC6L5VYL,La cumparsita,Juan D'Arienzo,spotify:artist:46beGPwcX2QEZcmuvrMqp4,Orquesta Juan D' Arienzo - La cumparsita,1988-06-12,46
10,0yPZHbdIEaotNZk99L0UIA,Desde el alma,Juan D'Arienzo,spotify:artist:46beGPwcX2QEZcmuvrMqp4,Orquesta Juan D' Arienzo - La cumparsita,1988-06-12,33
11,6E3WENlXuQq28atvoA2GGV,El Tempano,Juan Carlos Baglietto,spotify:artist:1Mt6JeVWV9Tvgk8ercp5O9,Baglietto,1983-01-01,50
12,5abGX6hxDsNQZayzLKQKbG,Campo Afuera,Los Tucu Tucu,spotify:artist:793ACUr9nbTLP7KZUddXzU,20 Temas Exitos,2006-02-01,17
13,6q6FPPStXQzQN3BEYbbmqm,La Oma,Los Cuatro De Cordoba,spotify:artist:0PEtkVtJ4LN3JrC8EkM6lC,La Historia,2002-01-01,49
14,7pu69nMDNOCxWrItckvpvU,Convide Rutero,Almafuerte,spotify:artist:6qYd7xlmeeeDkPfx6mZ9PV,A Fondo Blanco,1999-12-25,45
15,6z6aUQtuqZzq2tbyVwHO6n,Amores Como el Nuestro,Los Charros,spotify:artist:1poWksyUHxANlcdBLPhsV9,corazon de papel,2011-10-31,0
16,4ObkiTmpsSU31gqGhTb8SH,Balada Del Diablo y La Muerte,La Renga,spotify:artist:30fEdZPXgWfC4sNttcyB3C,Despedazado Por Mil Partes,1996-01-01,62
17,7FZeb3WUrCInAITFu9ZLJ8,"Por una Cabeza (From ""Parfum de femme"")",Gerardo Matos Rodriguez,spotify:artist:5DeRKZrVXp7WP1Y440UwLc,"A Time for Us (Silence, on joue!)",2012-01-31,42
18,0FEY980G19GmeiVBK2AYzA,Juan de la Calle,Chaqueño Palavecino,spotify:artist:1GlOpg3dPUft550esb82K3,Juan de la Calle,2004,0
19,76ibxRco0AGhgavIY4zSRh,Wadu Wadu,Virus,spotify:artist:0G7A5LzQAs2egiQl7hO5tV,Wadu Wadu,1981-04-29,52
20,6R2Gc5UhPYeCDn1tICzw6W,El Probador - Live,Virus,spotify:artist:0G7A5LzQAs2egiQl7hO5tV,Obras Cumbres,2000,0
21,1dwaWqYsVcNeNYRaV8VdSm,Viva Jujuy,Los Tekis,spotify:artist:0iutktJLkNNtErs8c3EoF6,Mixtura,2010-09-09,35
22,3QHMxEOAGD51PDlbFPHLyJ,Vivir Mi Vida,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,3.0,2013-07-23,76
23,3vCeDhrInX8te6SoaqZbvu,La Dueña del Swing,Los Hermanos Rosario,spotify:artist:40FzPNKgu0k9VMvvidiKCl,Latino! Greatest Hits - 56 Latin Top Hits (Original Versions!),2009-12-01,0
24,2rHhKu1hW8uqyr7LSrRn8E,Bandido,Azucar Moreno,spotify:artist:2WrKqjMRKr5MitNYaNgvl3,Bandido,1990,43
25,7ueEszUgL2WSfqZC31AAiv,Destino de Caminar,Victor Heredia,spotify:artist:07S2B15CcvWG4jyfMhqx8X,Entonces,2001-08-30,0
26,7uHO4AmKtyGa5v5fsElGoC,You Spin Me Round (Like a Record),Dead Or Alive,spotify:artist:5WWSL6rElJeUk3Uc1S2RyD,Youthquake,1985-03-26,2
27,41Aoeuvumi2qtF6XEUwzQZ,Aquellos Soldaditos De Plomo,Victor Heredia,spotify:artist:07S2B15CcvWG4jyfMhqx8X,De Amor y De Sangre,1995-01-01,0
28,2HHyqgKE4f1BOhJmMfkVF4,Balada - Ao Vivo,Gusttavo Lima,spotify:artist:7MiDcPa6UiV3In7lIM71IN,Gusttavo Lima e Você (Ao Vivo),2011-09-20,0
29,51TuEPzSk7uwurgVJWxuh0,Tacatá,The Harmony Group,spotify:artist:08iTfBYGAG8Llyx6SkrY6F,Fiesta de Verano Hits 2012,2012-06-05,1
30,51gKgOdLRIjIKdf9xSUw3l,Ella No Sigue Modas,The Harmony Group,spotify:artist:08iTfBYGAG8Llyx6SkrY6F,Fiesta de Verano Hits 2012,2012-06-05,7
31,5KtjZBKCKYugGQb8INNXyo,Rosa María,Rumba 7,spotify:artist:6ZS2jERHjAaze5E4sDiz2V,Lo Mejor en Tinkus (Tinkus Orquestados de Bolivia),2002,21
32,0wODc6MEwLoMsTMwGpxy2F,Bamboleo,Gipsy Kings,spotify:artist:3jc496ljiyrS3ECrD7QiqL,Bem Bem Maria,2018-11-13,0
33,2jlXvSTSt0OPeBxjr78Q7k,Nada Tengo de Ti,Los Tucu Tucu,spotify:artist:793ACUr9nbTLP7KZUddXzU,Eternamente Tucu,2008-08-11,31
34,5HIXwsSwowXq6zerUeqD7l,La Llorona,Angelica Vale,spotify:artist:62B2sz2W3zAcqGnlQtYTaO,Coco (Banda Sonora Original en Español),2017-10-27,58
35,2SpEHTbUuebeLkgs9QB7Ue,Jolene,Dolly Parton,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,Jolene,1974-02-04,73
36,6XFTgDWeCXkkomVnn8Jrmp,Siento Enloquecer,Angel Mahler,spotify:artist:0adliEy50Ij86IB3rXlR1m,Drácula el Musical,2018-06-01,23
37,5IeNn6wPIke56JVRQJjAxt,Soñar Hasta Enloquecer,Angel Mahler,spotify:artist:0adliEy50Ij86IB3rXlR1m,Drácula el Musical,2018-06-01,30
38,5TLojom0hRkSTWPyJqGFXZ,"The Phantom Of The Opera - Live In Stephansdom, Vienna, Austria / 2008",Sarah Brightman,spotify:artist:7Ead768rc4ShGxnqtqccU5,Symphony: Live In Vienna,2009,40
39,7ixLlCtgYEfGXzzur5mhty,I'd Be Surprisingly Good For You,Andrew Lloyd Webber,spotify:artist:4aP1lp10BRYZO658B2NwkG,Andrew Lloyd Webber 60,2008-01-01,0
40,4PWOQUEfx2dzEJleMs8oDP,Confrontation,Jekyll Hyde,spotify:artist:2tm5E77HtK7hjzlrR2rMm7,Jekyll & Hyde,2005-08-30,35
41,6Hwtd6XwSy5UGU0RgMhEhx,Alive - Reprise,Hyde,spotify:artist:1BdR9pJcDNxxsbtzJSy3F4,Jekyll & Hyde,2005-08-30,28
42,3tTM43fOrEEt46y9qjuBBh,Do You Hear the People Sing?,Les Misérables-Original London Cast,spotify:artist:7EzZtsaDuv0EecScnO7wrh,Les Misérables (Original 1985 London Cast Recording),1985-12-31,0
43,2NcLlfT0DFJM4c8vjvbqy3,Red & Black,Les Misérables-Original London Cast,spotify:artist:7EzZtsaDuv0EecScnO7wrh,Les Misérables (Original 1985 London Cast Recording),1985-12-31,0
44,03m03OVQGPuzt8Rw2r0a7t,Do You Hear The People Sing?,Aaron Tveit,spotify:artist:68h2f0WXn4zEctSgNYozXx,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),2013-01-01,55
45,63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Aftermath,1966-04-15,80
46,1jzDzZWeSDBg5fhNc3tczV,Paranoid,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),1970-09-18,80
47,4a0FKVo59iFgye3zjizWPf,Flight of Icarus - Live at Long Beach Arena; 1998 Remaster,Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,Live After Death (1998 Remaster),1985,36
48,4P60VVMdkWcwGMBC7r4Kgp,Theme from Rawhide,The Blues Brothers,spotify:artist:1cHFz6lrt7KAsBV8j2Ny1g,The Blues Brothers Original Motion Picture Soundtrack,1980,52
49,0DQsfrmX9FLnYbDg5dQCU0,New Orleans,The Blues Brothers,spotify:artist:1cHFz6lrt7KAsBV8j2Ny1g,Blues Brothers 2000,1998-01-01,38
50,49fzPkBb3aOUWYRKaTWVhm,Hit the Road Jack,Ray Charles,spotify:artist:1eYhYunlNJlDoQhtYBvPsi,Georgia On My Mind,2012-02-23,57
51,1AoBoAOHEE2n5iQ99ngKf6,The Ships Are Sailing/The Cup Of Tea,Alan McCartney & Paul Bradley & Jason O'Rourke & Brendan O'Hare & Ray Gallen,spotify:artist:0IMlCgkOv8meUbMYENZ1zq,Traditional Irish Music From Belfast,2009-03-05,26
52,0ffz9KBdCb7oJkSK0W7bbf,Beelzeboss (The Final Showdown),Tenacious D,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,The Pick Of Destiny,2006-11-02,59
53,68qA74EO9cxzSWJwmOjmQR,"Let It Go - From ""Frozen: The Broadway Musical""",Caissie Levy,spotify:artist:4WpXr474F2fTdlgWL0034N,Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,46
54,6b0AtCzgnYrb7T84o18V4l,I Won't Back Down,Johnny Cash,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,American III: Solitary Man,2000-01-01,54
55,1cCaFCpZ8FKdLalzLWrklQ,California Dreamin' - Single Version,The Mamas & The Papas,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,60's Gold,2006-01-01,0
56,4yrloqLBKS7Pi3z7g2HDga,Somebody to Love,Jefferson Airplane,spotify:artist:2qFr8w5sWUITRlzZ9kZotF,Best Of,2007-05-05,0
57,2Iib2MV3ECFJAourgP9dlY,La Isla Bonita,Madonna,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Celebration (double disc version),2009-09-18,63
58,0xs0ewnEb6c2DlY7LjOD7t,Girls Just Wanna Have Fun,Cyndi Lauper,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY,80s 100 Hits,2010-02-26,53
59,3XC7Jd6SfrQYKZJ6inyRHK,House of the Rising Sun,The Animals,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,Most of the Animals,1992-02-24,63
60,3Fn6K2roSmzhKzp5BBJKJl,Dos Gardenias,Buena Vista Social Club,spotify:artist:11kBu957KTYoAltZHDm8gW,Buena Vista Social Club,1997-09-16,0
61,1iXYMhaexRwgbFnWNH0Ijo,Ahonikenk,Rubén Patagonia,spotify:artist:4oha1qZP28nRUeG6IASeV0,Miremos Al Sur,1997-10-05,24
62,6b9iVRI9YfOozuOOSm3jSj,Cali Bonita,Pastor Lopez,spotify:artist:6Ud6RjvNXVe39mKiGUb7zE,"Antología Pastor López, Vol. 1",2017-09-01,32
63,1F4zbhudB8k1kO0oGnWODi,Money Money,Joel Grey,spotify:artist:64WqSGPXrSf1YbxoimVNbd,Cabaret,1972-01-01,0
64,0HtY7ILTZVSd4i44FuOrur,Jolene - Dumplin' Remix,Dolly Parton,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,Dumplin' Original Motion Picture Soundtrack,2018-11-30,44
65,5lIOhDGfy2lQJWWwxBm8L4,Quelqu'un m'a dit,Carla Bruni,spotify:artist:1HVwzNriKEjaeE06okqSpx,Quelqu'un m'a dit,2002-11-05,59
66,0SpBUvk9AbBbeNDY91esXD,I Will Follow Him (From Sister Act),The Dream All Stars,spotify:artist:2jBzkHdFbKl7wup5uMpEQA,Famous Musical Hits,2014-01-24,45
67,6S7YzdhqrDEbZNGvvJQOqJ,La Yapa,Los Nocheros,spotify:artist:2ydE5oBt6cwsDxH1TpIFmO,Signos,1998-01-01,50
68,0ORtLHewQnV5kADMT8iJiP,Chacarera del Changuito,Hebras,spotify:artist:7hgIkkFANPLjlyY9XbnzsI,Hebras,2012-12-25,14
69,29icnqOmGvDWWMx87ZGsV4,Quién Se Ha Tomado Todo el Vino,La Banda Dominguera,spotify:artist:6rY0XpJeVH2RX8lNp5crTU,La Banda Dominguera,2019-03-26,0
