,song_id,song_name,artist,artist_uri,album,realese_date,popularity
211,3Dgmyz32dxvtxvUTPS0CUI,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",2018-10-26,65
212,1KU5EHSz04JhGg3rReGJ0N,Black Velvet,Alannah Myles,spotify:artist:6IYnSXO40Bh7Zdqhf6rQoj,Alannah Myles,1989-03-14,71
213,6ofMKJjMpfDEb48JYEAgjX,Husavik (My Hometown),Will Ferrell,spotify:artist:7xF6Psrf6yNOBkB9jpMRa0,Eurovision Song Contest: The Story of Fire Saga (Music from the Netflix Film),2020-06-26,60
214,5avVpUakfMHD6qGpaH26CF,Conquest of Paradise,Vangelis,spotify:artist:4P70aqttdpJ9vuYFDmf7f6,1492: Conquest of Paradise,1992-09-22,62
215,5n6RDaGFSN88oRWuGtYAIN,The Show Must Go On - Remastered 2011,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Innuendo (2011 Remaster),1991-02-05,68
216,5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Jazz (2011 Remaster),1978-11-10,82
217,3BKFdWOcCg0xls7bXBKhw6,"The Show Must Go On - Live At The O2, London, UK, 04/07/2018",Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,"The Show Must Go On (Live At The O2, London, UK, 04/07/2018)",2020-08-27,0
218,6JirV22Gfa2tu8zwHNPtSq,Amor de la Salada,Rocío Quiroz,spotify:artist:43PjjBbR7LawCx75hCbLmn,Sobreviviendo,2017-01-01,1
219,4KzcvEv1UFjbXDK9XADoN4,"Poco Asado, Mucho Humo",Rocío Quiroz,spotify:artist:43PjjBbR7LawCx75hCbLmn,La Voz de los Barrios,2018-12-30,35
220,1vnnXMrBeEWiRg3YCMCjQq,Despacito - Remix,Luis Fonsi,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,VIDA,2019-02-01,70
221,17i5jLpzndlQhbS4SrTd0B,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,"Bach: Cello Suites Nos. 1, 5 & 6",1983,69
222,4tZIHyRe46VpgRYMJWcqPO,The Mission: Gabriel's Oboe,Ennio Morricone,spotify:artist:1nIUhcKHnK6iyumRyoV68C,Yo-Yo Ma Plays Ennio Morricone (Remastered),2004,54
223,4dTpsTtnIvC0Nb6vkzQKmT,Hallelujah,Brooklyn Duo,spotify:artist:6wBOZ9D65AcqUlfKUqsQ7R,Brooklyn Sessions V,2016-09-23,38
224,045IELOdep24GoX4g60McY,"The Last of the Mohicans (From ""O Último dos Moicanos"")",Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,100 Maior Filme Temas,2012-08-06,17
225,5xRP5iyVdGglqlY4Vcjhkx,Sinnerman,Nina Simone,spotify:artist:7G1GBhoKtEPnP86X2PvEYO,Pastel Blues,1965-10-01,62
226,32KPfnMdUKlYQ7nzZtLeWg,Sinnerman (feat. Alice Smith),Lovecraft Country Cast,spotify:artist:0rEPA60vS71xXQhNZ8J1N7,Lovecraft Country (Soundtrack From The HBO® Original Series),2020-10-19,29
227,0bVcwksUNBKAQOhuKKjSsy,El Sensei,simonbrito.dj,spotify:artist:1hrrhEyMSe7otCwuVTm5Ej,El Sensei,2020-08-02,0
228,4TOMI010Sd4ZAX4aZ5TS85,Perfect Day,Lou Reed,spotify:artist:42TFhl7WlMRXiNqzSrnzPL,Transformer,1972-12-01,67
229,4MV4Cb7KILwYHuarkD2p0M,My Life Is a Party - Club Mix,ItaloBrothers,spotify:artist:5nkYRuiIHg2xXHFC8bfosJ,My Life Is a Party,2012-07-27,24
230,4GiLKZ6Fd3d5UMJMGuzAA0,Laid,Matt Nathanson,spotify:artist:4NGiEU3Pkd8ASRyQR30jcA,American Wedding,2003-01-01,50
231,5y788ya4NvwhBznoDIcXwK,The Sound of Silence - Acoustic Version,Simon & Garfunkel,spotify:artist:70cRZdQywnSFp9pnc2WTCE,"Wednesday Morning, 3 A.M.",1964-10-19,73
232,3YfS47QufnLDFA71FUsgCM,The Sound of Silence,Simon & Garfunkel,spotify:artist:70cRZdQywnSFp9pnc2WTCE,The Singer,2012-08-28,61
233,4fmXtAFpX1NSlzaRkHjdlk,L'orange - Remasterisé en 2016,Gilbert Bécaud,spotify:artist:31GFatrHl2ijnS4ZAWA9s0,1963 - 1965 : Les 45 tours,2021-03-19,1
234,3FCPUh7RHyX3xTbnErmsfm,L'horloge tourne,Mickael Miro,spotify:artist:0VtUo7KpkeFx3zwTmSwNQl,25 Ans Ultratop,2020-09-11,31
235,2oI6d7XcMz1AMTQhDopV5J,Resistiré,Duo Dinamico,spotify:artist:1TiGxAkU8w0xBCVFOP6Ttl,En Forma,1988-03-09,54
236,0USQrLiSMnzlaoMKkgIaT6,Désolé pour hier soir XXV - Remix 2020,Tryo,spotify:artist:4ZP3CHz28XWVLGiaVVWuLj,Désolé pour hier soir XXV (Remix 2020),2020-03-27,48
237,3bRdE9zWPQDMw50jPgbdmY,Busindre Reel,Hevia,spotify:artist:4zZpzWYJaB1flhTV6UueQq,Tierra De Nadie,1998,45
238,45dWn7gzWdxNO15dPzWRSV,Yo Te Diré,Miranda!,spotify:artist:2eEmsgWmUFMbtU7agJpnjY,El Templo del Pop,2008-04-01,61
239,1uMHCAyGmHqyygoNRuo7MV,edamame (feat. Rich Brian),bbno$,spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz,edamame (feat. Rich Brian),2021-07-24,76
240,1dzdMmdFLWmBoC5VFj5mj2,Zambita del Musiquero,Rocío Sanjurjo Abalos,spotify:artist:6jBoGQrIq53YHEI7nnaqr5,Zambita del Musiquero,2021-12-16,3
241,2B4GHvToeLTOBB4QLzW3Ni,Pepas,Farruko,spotify:artist:329e4yvIujISKGKz1BZZbO,La 167,2021-10-01,74
242,4ra7BZWbqsw7q2Y6UhUr8p,Casa Amarela [feat. Fred & Gustavo] - Ao Vivo,Munhoz & Mariano,spotify:artist:0OWtaM1z81DliQXntU4KaN,Ao Vivo Em Campo Grande - Vol. II,2012-10-15,30
243,4h3SqMd5F16XJVdGp5fsZG,À nos souvenirs,Trois Cafés Gourmands,spotify:artist:4wngxtsP87ozrQh05D90dO,Un air de rien,2018-10-05,0
244,6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes (Deluxe),2019-06-19,80
245,6LFoyjCI9eFZw3QmN46x2V,Nobody's Fool,Cinderella,spotify:artist:7HL4id2U7FSDJtfKQHMgQx,Night Songs,1986,1
246,3K92Zoo7QRawQAWQFXBF3V,Valhalla Calling - Duet Version,Miracle Of Sound,spotify:artist:4FmJD0mpgQ70SNt2EKK8tq,Valhalla Calling (Duet Version),2021-11-05,64
247,5zdbSrKdmK9qDTkqzidcN7,You Spin Me Round (Like A Record) - Radio Edit,Standy,spotify:artist:6v8wyMs1hKeRXrwJF6DVtu,You Spin Me Round (Like A Record),2020-12-04,62
248,3zdEh7rs2kQyZ73Cy0YOAp,La Di Da,Standy,spotify:artist:6v8wyMs1hKeRXrwJF6DVtu,La Di Da,2020-08-21,55
249,6SrriGAtHnL1OMROo7oQNH,Running Up That Hill,Kilian K,spotify:artist:04sHHRws8Q7apGxRnUnjQs,Running Up That Hill,2022-06-17,66
250,5STDVTFO7ziu4LDaaRCx2n,El Pescador,Totó La Momposina,spotify:artist:26BL0aeVS96sje8JfCNfUk,La Candela Viva,1993,49
251,48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Californication (Deluxe Edition),1999-06-08,82
252,2a5cbTg2UIi784t9E2wT35,Black Summer,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Unlimited Love,2022-04-01,66
253,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Stadium Arcadium,2006-05-09,80
254,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Blood Sugar Sex Magik (Deluxe Edition),1991-09-24,82
255,5mkoR8mVrEwpDQc9y54sM2,Sea Shanty Medley,Home Free,spotify:artist:2MSlGNpwXDScUdspOK6TS7,Sea Shanty Medley,2021-03-19,68
256,5Klo65Y9uouLjNVDV3pqh7,Go West - 2003 Remaster,Pet Shop Boys,spotify:artist:2ycnb8Er79LoH2AsR5ldjh,PopArt: The Hits,2003,64
257,0LTPPsp9xmM92ZT6pGvsrz,Triste Canción De Amor,La Renga,spotify:artist:30fEdZPXgWfC4sNttcyB3C,A Donde Me Lleva La Vida,1994-01-01,55
258,0omW2uqEb73K7uvzNFzRDm,Canto Nochero,Los Nocheros,spotify:artist:2ydE5oBt6cwsDxH1TpIFmO,"Carnaval, Pasión del Norte",2011-01-28,36
259,52ZKOr9ddG7C6iAkXplq9F,C'était mieux avant,Mikael Vigneau,spotify:artist:7etM46AS8HLTharyt6Xrvc,C'était mieux avant,2019-06-28,35
260,7nXutPtu8epp2VJ300iN2A,Pinta,Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,Pinta,2022-01-19,60
261,45W2wFalCHxcTtrWuH60Ii,La Cola,Los Palmeras,spotify:artist:2Htm0q72SjGSmsy8EOIhRG,Tiempo De Bailar,2016-12-16,59
262,6gDtfnQIWNUyjX3JVl2xEB,Leña para el Carbon,El Jarra,spotify:artist:3o42Mj5a6vwbelxOjuWq9e,Leña para el Carbon,2019-01-11,0
263,0xKtEtXv7nbpkXkv2bfnjH,El Parrandero,Los Palmeras,spotify:artist:2Htm0q72SjGSmsy8EOIhRG,Sean Eternos Los Palmeras,2019-08-23,33
264,4De1d3fqH4Pnb6K20sRVBa,La Cumbita,Tambó Tambó,spotify:artist:6wAk3K9nxqR0pTLGLctzQu,Grandes Exitos,2013-01-01,0
265,3aHmy63GmY4LnPq4ZeewZw,Mi Tierra Tucumana,"Gladys ""La bomba tucumana""",spotify:artist:09jut908wvFm55SqnO4DN3,La Nº 1,1991-11-06,3
266,4hceSKjrkDTO0nMKFcb3sj,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,"Villano Antillano: Bzrp Music Sessions, Vol. 51",2022-06-08,85
267,3DuBjENsUXn0ppUcF1YVN3,Arriba Arriba - Extended Mix,Dik Lewis,spotify:artist:6uoCxvVS2fLjOaxa2AwA09,Arriba Arriba (Extended Mix),2012-09-02,24
268,6aznXKHZOc2RbmmKy3AI6a,Layla,Derek & The Dominos,spotify:artist:2rc78XDH9zuJP6bm78lU8Z,The Cream Of Clapton,1995-03-07,30
269,1xnWWKjkHNGHrKyD86h4Bb,"L'Ultima Volta - From ""Malamondo""",Ennio Morricone,spotify:artist:6GSJbZPnvTKjFb9smrirt6,The French Dispatch (Original Soundtrack),2021-10-22,32
270,7nGtBYuBfHHmwrNoIFs8P9,Tu M'as Trop Menti,Chantal Goya,spotify:artist:4ObfuflhB2SBr5rxekhV6P,The French Dispatch (Original Soundtrack),2021-10-22,37
271,5qSqxkfZlPFjKJ5WrOvmgK,J'en déduis que je t'aime,Charles Aznavour,spotify:artist:2hgP9Ap2tc10R5jrQaEpMT,The French Dispatch (Original Soundtrack),2021-10-22,35
272,3gIFhFDyh8Ku8OwtalKVVk,"Adagio - Bande originale du film ""Compte à rebours""",Georges Delerue,spotify:artist:5C2ILE4DWY1vzn1NPxJOag,The French Dispatch (Original Soundtrack),2021-10-22,30
273,4KT6rWA9kZ5XNytkKAfrWe,Le chant des sirènes,Fréro Delavega,spotify:artist:6bebPrkEPr2xEkiHP3QkNT,Hits chanson française,2020-05-01,38
274,5CkmfjmKhoGXCx3J6JIWWJ,Rainbow Tour,Michael Cerveris,spotify:artist:0oE1QxknblYdWQt51QjyrG,Evita (New Broadway Cast Recording (2012)),2012-06-22,17
275,1n9fur4TZYuIDht340RCAR,Rainbow High,Elena Roger,spotify:artist:3i3ZiJGsP5tkz69ad7Mbie,Evita (New Broadway Cast Recording (2012)),2012-06-22,21
276,65K1cio9RsXMOGsSGMMjrN,L'ours,Christophe Maé,spotify:artist:7jgnJBnpZTiGnCF2Wvka2Z,Ma vie d'artiste Unplugged,2020-10-30,42
277,0ECth7Ix1HakMkZVOWDALf,Boquerón Abandonado,Savia Andina,spotify:artist:0hkFv9719WLJ2uupZTn0ru,Lo Mejor de Savia Andina (Música Boliviana),2014-12-30,35
278,7oOFKgqS3oKmiBzMf5ODDq,El Coya Dance,La Cantada,spotify:artist:43JZjapoSHGJCjXhPdKRZb,Carnavalito,2016-12-02,22
279,20byVNVb1gqvjvZNYKVAUc,Les crevettes pailletées,Frédéric Kooshmanian,spotify:artist:2Sz8EIKuYbqFcWxUmlT0Fp,Les crevettes pailletées (Bande originale du film),2019-05-17,3
280,6Dhwb2tXLshPJmk38k2tUt,Sous le vent,Garou,spotify:artist:1oXtLNYfNMQLxWsatCTCCn,Les crevettes pailletées (Bande originale du film),2019-05-17,0
281,551iIRLxvVBijBXzwy5okf,Boys - Summertime love,Romain Brau,spotify:artist:0VR2A5qds1d6HNhhCJ7HiI,Les crevettes pailletées (Bande originale du film),2019-05-17,19
282,33LC84JgLvK2KuW43MfaNq,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,spotify:artist:4S9EykWXhStSc15wEx8QFK,Let's Talk About Love,1997-11-14,74
283,0MSDk4FJPVGJaTLae0rD0b,Hold Me,NOISETIME,spotify:artist:0oW7WNHDC1tqLU3urqLKbC,Hold Me,2021-03-05,54
284,70wlvJanyOrDKRvwucdLth,"Holding Out For A Hero (From ""Shrek 2"")",L.A Band,spotify:artist:54dMUKYehjDTa4QPHikdy1,The Ogre Hit List,2014-11-11,50
285,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,I'm Good (Blue),2022-08-26,98
286,2kfZCiSWhAYKdxD7o7WLoa,Halo,Prezioso,spotify:artist:3iMzbvXlgNUpoFccD60bvr,Halo,2022-09-16,62
287,6DIwLrjFuDqzWV3HffqlKG,Extasy,Klaas,spotify:artist:25sJFKMqDENdsTF7zRXoif,Extasy,2022-06-17,57
288,0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Majestic,spotify:artist:6QMABvTzixnxzsLYyhqRxI,Rasputin,2021-02-26,79
289,65H6t1WQBim6q93yM8fEwn,Obsesion,Aventura,spotify:artist:1qto4hHid1P71emI6Fd8xi,We Broke The Rules,2002-06-01,75
290,3EkKuZa8VpyaKJGWqpDshm,Lavate La Cara,Mr. Gato,spotify:artist:0lLZuPpTtNi5DxZ9QhiReO,Los Señores De La Cumbia,1998-04-01,51
291,0uMMLry3hzWGn3q3loqMkm,La Bamba,Los Lobos,spotify:artist:6OWapcJm9xd55ci9CYbAuT,La Bamba / Charlena,1987-06-20,67
