,artist_uri,genres,popularity,followers
35,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,"['classic country pop', 'country', 'country dawn']",71,1922876
36,spotify:artist:0adliEy50Ij86IB3rXlR1m,[],33,1354
37,spotify:artist:0adliEy50Ij86IB3rXlR1m,[],33,1354
38,spotify:artist:7Ead768rc4ShGxnqtqccU5,['operatic pop'],57,392242
39,spotify:artist:4aP1lp10BRYZO658B2NwkG,"['broadway', 'show tunes', 'west end']",63,257107
40,spotify:artist:2tm5E77HtK7hjzlrR2rMm7,[],19,1350
41,spotify:artist:1BdR9pJcDNxxsbtzJSy3F4,[],18,121
42,spotify:artist:7EzZtsaDuv0EecScnO7wrh,['show tunes'],38,11151
43,spotify:artist:7EzZtsaDuv0EecScnO7wrh,['show tunes'],38,11151
44,spotify:artist:68h2f0WXn4zEctSgNYozXx,"['broadway', 'hollywood', 'show tunes']",54,34842
45,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,"['british invasion', 'classic rock', 'rock']",78,12233730
46,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",73,6479793
47,spotify:artist:6mdiAmATAx73kdxrNrnlao,"['hard rock', 'metal', 'nwobhm', 'rock']",74,7775029
48,spotify:artist:1cHFz6lrt7KAsBV8j2Ny1g,"['blues', 'blues rock']",56,354683
49,spotify:artist:1cHFz6lrt7KAsBV8j2Ny1g,"['blues', 'blues rock']",56,354683
50,spotify:artist:1eYhYunlNJlDoQhtYBvPsi,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",67,1934319
51,spotify:artist:0IMlCgkOv8meUbMYENZ1zq,"['irish fiddle', 'jig and reel']",11,281
52,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'rock']",62,1483196
53,spotify:artist:4WpXr474F2fTdlgWL0034N,"['broadway', 'hollywood', 'show tunes']",43,8519
54,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,"['arkansas country', 'outlaw country']",74,5523155
55,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",66,1406823
56,spotify:artist:2qFr8w5sWUITRlzZ9kZotF,"['acid rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",60,1375564
57,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",78,6421453
58,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY,"['disco', 'new wave pop', 'permanent wave', 'soft rock']",70,2120085
59,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock']",64,2093607
60,spotify:artist:11kBu957KTYoAltZHDm8gW,"['latin jazz', 'musica tradicional cubana', 'world']",62,1059791
61,spotify:artist:4oha1qZP28nRUeG6IASeV0,['folklore argentino'],25,5212
62,spotify:artist:6Ud6RjvNXVe39mKiGUb7zE,"['cumbia', 'musica popular colombiana', 'tropical']",54,207780
63,spotify:artist:64WqSGPXrSf1YbxoimVNbd,"['broadway', 'show tunes']",38,11810
64,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,"['classic country pop', 'country', 'country dawn']",71,1922876
65,spotify:artist:1HVwzNriKEjaeE06okqSpx,['chanson'],61,468567
66,spotify:artist:2jBzkHdFbKl7wup5uMpEQA,[],28,355
67,spotify:artist:2ydE5oBt6cwsDxH1TpIFmO,"['argentine rock', 'folclore salteno', 'folklore argentino']",56,514292
68,spotify:artist:7hgIkkFANPLjlyY9XbnzsI,[],3,30
69,spotify:artist:6rY0XpJeVH2RX8lNp5crTU,[],2,50
70,spotify:artist:796OSRuB0E9Hq55uTFL9U8,[],59,691278
71,spotify:artist:64rxQRJsLgZwHHyWKB8fiF,"['bubblegum dance', 'eurodance', 'europop', 'italian adult pop', 'italo dance']",62,301487
72,spotify:artist:6nDLku5uL3ou60kvCGZorh,"['alternative metal', 'comic', 'funk metal', 'funk rock', 'nu metal', 'punk', 'rap rock']",62,824335
73,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",78,6421453
74,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",78,6421453
75,spotify:artist:5M5PjPSiKeXynM6Ohu350r,"['bubblegum dance', 'eurodance', 'europop', 'moldovan pop']",57,92967
76,spotify:artist:3YeBTR1Q1rUxKguz4jP6UV,"['cumbia 420', 'cumbia villera']",64,1868729
77,spotify:artist:0kObWap02DEg9EAJ3PBxzf,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock']",65,844137
78,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",73,2410810
79,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",78,6421453
80,spotify:artist:3YeBTR1Q1rUxKguz4jP6UV,"['cumbia 420', 'cumbia villera']",64,1868729
81,spotify:artist:3YeBTR1Q1rUxKguz4jP6UV,"['cumbia 420', 'cumbia villera']",64,1868729
82,spotify:artist:3YeBTR1Q1rUxKguz4jP6UV,"['cumbia 420', 'cumbia villera']",64,1868729
83,spotify:artist:3oZa8Xs6IjlIUGLAhVyK4G,"['disco', 'new wave pop', 'soft rock']",62,333944
84,spotify:artist:771qBvjnXOH9Azr6lKy6FB,['hi-nrg'],61,69246
85,spotify:artist:2Mu8h5sFkOziL0Rfn7FXIA,"['argentine rock', 'cumbia santafesina', 'cumbia villera']",64,1218858
86,spotify:artist:4tpUmLEVLCGFr93o8hFFIB,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",69,1167581
87,spotify:artist:4tpUmLEVLCGFr93o8hFFIB,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",69,1167581
88,spotify:artist:632M26jlmnCrL8CqD5i7Kd,"['argentine heavy metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock urbano mexicano']",61,1029199
89,spotify:artist:632M26jlmnCrL8CqD5i7Kd,"['argentine heavy metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock urbano mexicano']",61,1029199
90,spotify:artist:7s652lD4v77szrPEfgMTBi,"['chicha', 'cumbia chilena', 'cumbia villera']",53,61630
91,spotify:artist:2dTieljE0C4ydCdUPIPLRW,['latin classical'],43,109
92,spotify:artist:0fIdQWpwzU2oEtsoyArDOL,"['musica mexicana', 'norteno', 'ranchera', 'tejano']",53,1251235
93,spotify:artist:58lV9VcRSjABbAbfWS6skp,"['glam metal', 'rock']",78,11329509
94,spotify:artist:58lV9VcRSjABbAbfWS6skp,"['glam metal', 'rock']",78,11329509
95,spotify:artist:58lV9VcRSjABbAbfWS6skp,"['glam metal', 'rock']",78,11329509
96,spotify:artist:7LTzUnZaptYfAFmvqW5M6D,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",51,55596
97,spotify:artist:0xliTEbFfy5HQHvsTknTkX,"['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",64,646678
